epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
388,4707.04,0.66022,0.84873,0.36876,0.82916,0.93045,0.85362,0.90606,0.7586,0.93026,0.83191,0.88812,0.60458,0.87079,1.46883,0.56616,0.99782,0.00102832,0.00102832,0.00102832
389,4719.08,0.6695,0.86438,0.37904,0.82683,0.90985,0.85448,0.90457,0.76793,0.91269,0.82919,0.888,0.6481,0.8433,1.44401,0.54662,0.9994,0.00102667,0.00102667,0.00102667
390,4731.08,0.63822,0.83848,0.36277,0.82621,0.91925,0.86152,0.9062,0.7684,0.92243,0.831,0.8876,0.63972,0.86222,1.46057,0.55362,1.00158,0.00102502,0.00102502,0.00102502
391,4743.14,0.6564,0.85741,0.37485,0.82441,0.91135,0.8604,0.90487,0.76892,0.92219,0.8325,0.88932,0.66987,0.84705,1.437,0.5423,0.99627,0.00102337,0.00102337,0.00102337
392,4755.58,0.65455,0.85299,0.37359,0.82271,0.93363,0.8641,0.90596,0.7658,0.92492,0.84892,0.89007,0.64946,0.86113,1.44713,0.55694,0.99893,0.00102172,0.00102172,0.00102172
393,4767.42,0.6474,0.85301,0.37558,0.82939,0.93904,0.84865,0.90582,0.76199,0.92851,0.83418,0.88947,0.66076,0.84128,1.42072,0.55533,0.99669,0.00102007,0.00102007,0.00102007
394,4779.47,0.66267,0.86179,0.37567,0.82493,0.9375,0.85691,0.90954,0.7681,0.92204,0.84208,0.89145,0.65473,0.85201,1.41682,0.55084,0.99986,0.00101842,0.00101842,0.00101842
395,4791.56,0.62608,0.81835,0.35601,0.82661,0.89354,0.84246,0.90361,0.76622,0.88838,0.82569,0.88634,0.64788,0.83918,1.41291,0.54858,0.99469,0.00101677,0.00101677,0.00101677
396,4803.83,0.65824,0.85423,0.36769,0.82443,0.89469,0.83578,0.89888,0.76457,0.88936,0.82076,0.88233,0.64318,0.84905,1.42683,0.54976,0.99315,0.00101512,0.00101512,0.00101512
397,4815.84,0.6276,0.83141,0.35909,0.82385,0.88648,0.85096,0.90154,0.76706,0.88239,0.83371,0.88412,0.64976,0.8452,1.43925,0.55117,0.99071,0.00101347,0.00101347,0.00101347
398,4827.78,0.64526,0.85051,0.36486,0.83107,0.88602,0.86047,0.90406,0.76869,0.88203,0.84083,0.88833,0.64296,0.84514,1.43882,0.54389,0.99134,0.00101182,0.00101182,0.00101182
399,4839.78,0.61072,0.80654,0.35323,0.8266,0.89409,0.85484,0.90568,0.76724,0.88502,0.83614,0.88736,0.63246,0.84633,1.42913,0.55479,0.99061,0.00101017,0.00101017,0.00101017
400,4852.03,0.64966,0.84792,0.36827,0.82711,0.94711,0.83597,0.90976,0.76931,0.93983,0.82176,0.89129,0.6427,0.85245,1.45032,0.55966,0.99225,0.00100852,0.00100852,0.00100852
401,4863.98,0.60928,0.78906,0.35008,0.8204,0.94495,0.84066,0.91135,0.7829,0.9362,0.82904,0.89556,0.65323,0.8411,1.44257,0.55593,0.99592,0.00100687,0.00100687,0.00100687
402,4876.02,0.63053,0.8311,0.3601,0.82092,0.922,0.85297,0.91129,0.77924,0.90745,0.83944,0.8937,0.64949,0.84846,1.44589,0.55781,0.9966,0.00100522,0.00100522,0.00100522
403,4888.36,0.63197,0.84177,0.35625,0.82227,0.88867,0.85369,0.90039,0.7419,0.87696,0.8404,0.88445,0.64902,0.84846,1.4607,0.56769,0.9969,0.00100357,0.00100357,0.00100357
404,4900.31,0.6099,0.81589,0.35201,0.82138,0.84197,0.81456,0.88877,0.74933,0.82878,0.8017,0.87308,0.64113,0.84465,1.45502,0.57358,0.99548,0.00100192,0.00100192,0.00100192
405,4912.21,0.62374,0.82389,0.35408,0.82228,0.89155,0.85282,0.89824,0.75495,0.87852,0.84093,0.88277,0.62415,0.84592,1.42369,0.55975,0.9973,0.00100027,0.00100027,0.00100027
406,4924.3,0.63581,0.83349,0.36221,0.8203,0.92739,0.87395,0.91163,0.76808,0.91392,0.85615,0.89448,0.6466,0.85891,1.46444,0.55795,1.00234,0.000998616,0.000998616,0.000998616
407,4936.2,0.64916,0.84665,0.3672,0.82577,0.92144,0.8428,0.90684,0.7719,0.92178,0.8228,0.88924,0.65776,0.8653,1.49072,0.56735,0.99845,0.000996966,0.000996966,0.000996966
408,4948.27,0.64778,0.8569,0.37209,0.8252,0.87139,0.82998,0.89956,0.75884,0.86952,0.81753,0.88369,0.61607,0.8559,1.46883,0.56593,1.00074,0.000995316,0.000995316,0.000995316
409,4960.29,0.64228,0.83404,0.36529,0.82127,0.88397,0.85353,0.90204,0.75793,0.9135,0.80524,0.88528,0.64612,0.84848,1.40648,0.56033,0.99582,0.000993665,0.000993665,0.000993665
410,4972.28,0.63465,0.82627,0.35934,0.81955,0.91285,0.87892,0.91041,0.77187,0.89853,0.86241,0.89517,0.64298,0.83938,1.41332,0.56097,0.99023,0.000992015,0.000992015,0.000992015
411,4984.44,0.63492,0.83277,0.35821,0.82656,0.90748,0.88549,0.91004,0.77199,0.89242,0.86889,0.8947,0.63833,0.85658,1.45042,0.56462,1.00069,0.000990365,0.000990365,0.000990365
412,4996.8,0.63181,0.80259,0.35802,0.82122,0.92824,0.86818,0.90713,0.77714,0.91628,0.85433,0.89151,0.68148,0.83739,1.43789,0.56262,0.99281,0.000988714,0.000988714,0.000988714
413,5009.1,0.6386,0.82859,0.36111,0.82353,0.92352,0.85897,0.90648,0.77255,0.92019,0.83862,0.89079,0.66126,0.8568,1.45464,0.5631,1.00118,0.000987064,0.000987064,0.000987064
414,5021.21,0.63254,0.81032,0.35658,0.81977,0.93772,0.84658,0.90974,0.77062,0.93605,0.8293,0.89371,0.6294,0.83656,1.42763,0.55694,0.9887,0.000985414,0.000985414,0.000985414
415,5033.08,0.60665,0.81635,0.35075,0.82801,0.91618,0.88389,0.9138,0.77614,0.90116,0.8641,0.89668,0.63767,0.85216,1.42117,0.55272,0.9943,0.000983763,0.000983763,0.000983763
416,5045.34,0.66129,0.85373,0.37058,0.82079,0.92335,0.82435,0.91032,0.76155,0.90897,0.8095,0.89387,0.64181,0.85007,1.44336,0.54961,0.99651,0.000982113,0.000982113,0.000982113
417,5057.45,0.6429,0.83798,0.37032,0.82252,0.88394,0.80866,0.88833,0.74244,0.88046,0.78595,0.87029,0.59029,0.85921,1.46227,0.55927,0.99898,0.000980463,0.000980463,0.000980463
418,5069.47,0.64527,0.82597,0.36765,0.82715,0.83319,0.88158,0.89013,0.74425,0.81681,0.86276,0.87197,0.61413,0.84589,1.44003,0.56606,0.99225,0.000978812,0.000978812,0.000978812
419,5081.64,0.63948,0.82869,0.36361,0.82362,0.91683,0.84714,0.90542,0.7637,0.92136,0.8264,0.89009,0.64123,0.84883,1.45797,0.56032,0.99737,0.000977162,0.000977162,0.000977162
420,5093.66,0.629,0.82791,0.36191,0.82366,0.91443,0.85179,0.90293,0.75208,0.91173,0.83312,0.88709,0.63799,0.85766,1.47158,0.56132,1.00435,0.000975512,0.000975512,0.000975512
421,5105.64,0.64592,0.84388,0.36805,0.82259,0.94003,0.85149,0.9069,0.76327,0.9304,0.83863,0.89125,0.63801,0.84858,1.46196,0.56583,0.99866,0.000973861,0.000973861,0.000973861
422,5117.51,0.63183,0.82953,0.36131,0.82224,0.93,0.857,0.90849,0.76199,0.92902,0.83127,0.89036,0.64096,0.83974,1.47203,0.56203,0.9947,0.000972211,0.000972211,0.000972211
423,5129.61,0.62913,0.82202,0.36095,0.81924,0.92082,0.84936,0.90595,0.76694,0.91946,0.82886,0.88886,0.64047,0.84288,1.49042,0.5574,0.99778,0.000970561,0.000970561,0.000970561
424,5141.64,0.62964,0.82806,0.35898,0.82082,0.91595,0.85019,0.90685,0.75216,0.91271,0.82424,0.88621,0.6215,0.86743,1.46696,0.57495,0.99866,0.00096891,0.00096891,0.00096891
425,5153.82,0.6318,0.8054,0.35758,0.81815,0.91564,0.77914,0.89425,0.7453,0.91971,0.7645,0.87847,0.63244,0.84169,1.47351,0.56583,0.9962,0.00096726,0.00096726,0.00096726
426,5166.12,0.6339,0.83655,0.36097,0.82473,0.92659,0.77853,0.88586,0.74103,0.93123,0.7597,0.86616,0.59528,0.85325,1.4608,0.55997,0.99539,0.00096561,0.00096561,0.00096561
427,5178.19,0.60533,0.78905,0.34866,0.82141,0.91618,0.85815,0.90371,0.75317,0.91788,0.8342,0.88797,0.63364,0.85517,1.46596,0.55494,1.00464,0.000963959,0.000963959,0.000963959
428,5190.03,0.6157,0.79868,0.35708,0.82037,0.92169,0.85803,0.90528,0.75489,0.92036,0.83489,0.8876,0.63773,0.84393,1.47552,0.54986,1.00057,0.000962309,0.000962309,0.000962309
429,5202.09,0.62193,0.79934,0.35853,0.82118,0.92819,0.86831,0.90602,0.75662,0.91276,0.85188,0.88821,0.64156,0.86025,1.47535,0.55728,1.00281,0.000960659,0.000960659,0.000960659
430,5214.15,0.61041,0.81,0.34988,0.82104,0.92352,0.87741,0.90737,0.76638,0.90948,0.86179,0.89167,0.65531,0.84309,1.45855,0.55936,0.99791,0.000959008,0.000959008,0.000959008
431,5226.33,0.62324,0.80617,0.35469,0.81862,0.9315,0.85417,0.90399,0.76983,0.93013,0.83402,0.88843,0.64035,0.85531,1.49135,0.5564,1.00174,0.000957358,0.000957358,0.000957358
432,5238.34,0.61739,0.79219,0.34849,0.81732,0.92799,0.85364,0.90513,0.77258,0.92438,0.83782,0.89097,0.67053,0.85242,1.49826,0.56043,1.00371,0.000955708,0.000955708,0.000955708
433,5250.44,0.62294,0.82215,0.3553,0.81897,0.9375,0.85904,0.91317,0.77541,0.92389,0.84397,0.89682,0.65517,0.84808,1.46282,0.55989,0.99964,0.000954057,0.000954057,0.000954057
434,5262.58,0.61358,0.80596,0.34301,0.82065,0.92262,0.8793,0.91371,0.77495,0.90801,0.86276,0.89742,0.65992,0.84468,1.48544,0.56049,0.99328,0.000952407,0.000952407,0.000952407
435,5274.51,0.61322,0.80258,0.34842,0.82129,0.90743,0.88744,0.91006,0.76756,0.89181,0.87084,0.89423,0.64601,0.84366,1.49272,0.55246,0.99728,0.000950757,0.000950757,0.000950757
436,5286.5,0.62275,0.80855,0.35349,0.81383,0.84976,0.89469,0.90035,0.76205,0.8332,0.87528,0.88413,0.61773,0.85054,1.51871,0.57623,1.00336,0.000949106,0.000949106,0.000949106
437,5298.63,0.64956,0.8379,0.36555,0.81709,0.94408,0.83442,0.90749,0.77319,0.93542,0.82359,0.89144,0.65497,0.8462,1.50327,0.56738,1.00128,0.000947456,0.000947456,0.000947456
438,5310.61,0.60683,0.80931,0.35357,0.82194,0.91872,0.81364,0.90547,0.77295,0.91839,0.80169,0.88744,0.65077,0.85248,1.50129,0.55076,1.00054,0.000945806,0.000945806,0.000945806
439,5322.61,0.60862,0.79313,0.34789,0.81885,0.87718,0.83744,0.9039,0.75623,0.86988,0.82362,0.88824,0.64481,0.85194,1.51767,0.57544,1.00229,0.000944155,0.000944155,0.000944155
440,5334.69,0.61541,0.81954,0.35134,0.81695,0.93036,0.83374,0.9092,0.76389,0.9307,0.82256,0.89288,0.65068,0.84329,1.47088,0.54994,0.99304,0.000942505,0.000942505,0.000942505
441,5346.67,0.58779,0.77204,0.34533,0.81631,0.93747,0.85259,0.90968,0.77559,0.92749,0.83862,0.89375,0.66236,0.8495,1.46187,0.55624,0.99576,0.000940855,0.000940855,0.000940855
442,5358.87,0.60967,0.79463,0.34769,0.81782,0.93783,0.85771,0.91519,0.78519,0.92703,0.84451,0.90058,0.68003,0.8342,1.45669,0.55524,0.99143,0.000939204,0.000939204,0.000939204
443,5371.65,0.63374,0.82283,0.36115,0.82038,0.93191,0.86123,0.9136,0.78153,0.9236,0.84188,0.89565,0.68943,0.85575,1.4666,0.54281,1.00042,0.000937554,0.000937554,0.000937554
444,5383.96,0.61687,0.80203,0.35036,0.82175,0.94021,0.8453,0.91462,0.78153,0.93805,0.82948,0.89882,0.65444,0.84324,1.45629,0.55354,1.00038,0.000935904,0.000935904,0.000935904
445,5395.99,0.61689,0.80346,0.34991,0.81735,0.93256,0.85842,0.91253,0.77873,0.92636,0.83769,0.8969,0.66284,0.85255,1.46614,0.56226,0.99853,0.000934253,0.000934253,0.000934253
446,5408.01,0.61426,0.80204,0.34745,0.81957,0.92666,0.85484,0.90705,0.77956,0.92748,0.83179,0.8915,0.6721,0.84911,1.45873,0.5451,0.99921,0.000932603,0.000932603,0.000932603
447,5419.95,0.61476,0.80406,0.34646,0.81912,0.92903,0.87146,0.90865,0.78085,0.91717,0.85762,0.89414,0.64134,0.84154,1.47259,0.55327,0.99304,0.000930953,0.000930953,0.000930953
448,5431.94,0.62298,0.81614,0.35203,0.8192,0.8792,0.88229,0.90426,0.76938,0.86319,0.86481,0.88821,0.64063,0.83289,1.44353,0.54963,0.99795,0.000929302,0.000929302,0.000929302
449,5443.94,0.63835,0.82887,0.35981,0.81683,0.91309,0.88207,0.9074,0.76846,0.895,0.86183,0.89009,0.61773,0.85505,1.4709,0.56138,0.99986,0.000927652,0.000927652,0.000927652
450,5455.71,0.59126,0.79094,0.34023,0.8193,0.92715,0.8771,0.90848,0.78063,0.90992,0.85823,0.89117,0.63562,0.84068,1.47348,0.55836,0.99864,0.000926002,0.000926002,0.000926002
451,5467.73,0.62655,0.81674,0.35699,0.81973,0.93194,0.87297,0.91105,0.78952,0.9191,0.85748,0.89525,0.65588,0.84457,1.47381,0.56007,1.00555,0.000924352,0.000924352,0.000924352
452,5479.85,0.58697,0.76656,0.33532,0.81845,0.92299,0.87945,0.91336,0.78698,0.90714,0.86099,0.89586,0.65466,0.84645,1.44493,0.56474,1.00038,0.000922701,0.000922701,0.000922701
453,5491.81,0.60767,0.7996,0.34527,0.81537,0.93259,0.85762,0.90928,0.77657,0.92033,0.84448,0.89296,0.66949,0.85104,1.47436,0.57226,1.002,0.000921051,0.000921051,0.000921051
454,5504.03,0.62275,0.81294,0.35151,0.81723,0.90856,0.85797,0.9052,0.76022,0.91011,0.83072,0.88707,0.65228,0.8621,1.47896,0.5724,1.00411,0.000919401,0.000919401,0.000919401
455,5516.13,0.61259,0.7978,0.34324,0.81729,0.88205,0.83303,0.90468,0.76434,0.87477,0.82442,0.89154,0.65764,0.83657,1.49432,0.5649,1.00403,0.00091775,0.00091775,0.00091775
456,5527.97,0.5964,0.76259,0.3447,0.82239,0.91444,0.84902,0.90561,0.76366,0.91779,0.82531,0.88802,0.65762,0.84738,1.47193,0.56401,0.99823,0.0009161,0.0009161,0.0009161
457,5539.98,0.62101,0.80944,0.34807,0.82081,0.93505,0.86246,0.9051,0.76148,0.92288,0.84652,0.88763,0.64763,0.84094,1.47864,0.56942,0.998,0.00091445,0.00091445,0.00091445
458,5551.98,0.59543,0.79713,0.34317,0.82107,0.93067,0.81591,0.89932,0.76204,0.92001,0.80062,0.88224,0.62836,0.85457,1.50011,0.57931,0.99982,0.000912799,0.000912799,0.000912799
459,5564.34,0.6227,0.8109,0.35007,0.82097,0.9373,0.85366,0.9086,0.77616,0.93071,0.83969,0.89221,0.67047,0.84488,1.48144,0.55689,0.99744,0.000911149,0.000911149,0.000911149
460,5576.34,0.60098,0.76927,0.33919,0.81373,0.94036,0.85417,0.91059,0.77715,0.93012,0.83924,0.89432,0.65134,0.84939,1.48582,0.55755,0.99965,0.000909499,0.000909499,0.000909499
461,5588.61,0.61313,0.79025,0.34568,0.81607,0.93867,0.84033,0.90855,0.78055,0.93391,0.82595,0.89158,0.66734,0.8456,1.50754,0.56013,0.99953,0.000907848,0.000907848,0.000907848
462,5600.52,0.6476,0.81796,0.35943,0.81923,0.89408,0.84099,0.90348,0.77363,0.88431,0.83065,0.88713,0.66996,0.84353,1.48232,0.55007,0.99989,0.000906198,0.000906198,0.000906198
463,5612.6,0.59085,0.7795,0.33386,0.81897,0.93021,0.86898,0.90883,0.76459,0.91482,0.85388,0.89239,0.63593,0.8449,1.46899,0.55307,1.00169,0.000904548,0.000904548,0.000904548
464,5624.54,0.57685,0.76097,0.32929,0.81526,0.93666,0.86711,0.90958,0.77929,0.92352,0.85088,0.89383,0.67437,0.83268,1.46801,0.55743,1.00134,0.000902897,0.000902897,0.000902897
465,5636.34,0.60864,0.76505,0.34446,0.82047,0.939,0.86365,0.9108,0.77841,0.92754,0.84708,0.89428,0.6599,0.83907,1.50357,0.57381,0.99674,0.000901247,0.000901247,0.000901247
466,5648.33,0.58712,0.77288,0.33829,0.81167,0.89394,0.85753,0.90555,0.77072,0.88135,0.84196,0.88922,0.66821,0.83894,1.5358,0.59329,0.99565,0.000899597,0.000899597,0.000899597
467,5660.42,0.62174,0.81007,0.35339,0.81611,0.88241,0.8688,0.90635,0.77133,0.8654,0.85105,0.88779,0.66748,0.8415,1.48404,0.57842,0.9955,0.000897946,0.000897946,0.000897946
468,5672.53,0.6015,0.78112,0.34465,0.81798,0.83462,0.87837,0.90399,0.77945,0.81612,0.85773,0.88644,0.66984,0.84121,1.43182,0.56607,0.99568,0.000896296,0.000896296,0.000896296
469,5684.72,0.6039,0.7826,0.34522,0.81531,0.88788,0.86823,0.90535,0.77844,0.87341,0.85233,0.88977,0.66114,0.83962,1.46505,0.55505,0.99449,0.000894646,0.000894646,0.000894646
470,5696.86,0.58798,0.76749,0.33612,0.81572,0.89058,0.86658,0.9063,0.775,0.87671,0.8514,0.88933,0.64324,0.8337,1.4546,0.54894,0.99457,0.000892995,0.000892995,0.000892995
471,5708.73,0.60437,0.79141,0.34197,0.81638,0.88033,0.82274,0.89798,0.76138,0.86732,0.80813,0.88241,0.63962,0.84369,1.48142,0.56556,0.9962,0.000891345,0.000891345,0.000891345
472,5720.99,0.62481,0.81477,0.3518,0.81924,0.83622,0.87738,0.90135,0.77289,0.81876,0.85973,0.88427,0.64553,0.84267,1.47198,0.55722,0.99066,0.000889695,0.000889695,0.000889695
473,5732.99,0.61988,0.80062,0.34783,0.81735,0.83957,0.88078,0.89926,0.76007,0.8244,0.86283,0.88337,0.65195,0.84851,1.44761,0.55337,0.99489,0.000888044,0.000888044,0.000888044
474,5745.08,0.58305,0.75809,0.33314,0.81571,0.84948,0.87226,0.90113,0.77817,0.839,0.85797,0.8871,0.66618,0.8398,1.45949,0.53971,0.99944,0.000886394,0.000886394,0.000886394
475,5757.11,0.57426,0.75896,0.32926,0.81331,0.95339,0.82301,0.90939,0.79063,0.95187,0.81399,0.89432,0.65986,0.83361,1.47755,0.54191,0.99925,0.000884744,0.000884744,0.000884744
476,5769.22,0.5912,0.77632,0.33539,0.81558,0.94795,0.85096,0.91202,0.77601,0.93294,0.83619,0.8946,0.65771,0.83622,1.475,0.54438,0.99578,0.000883093,0.000883093,0.000883093
477,5781.33,0.59073,0.75541,0.33217,0.80953,0.88829,0.8704,0.90701,0.77426,0.87383,0.85558,0.89099,0.67851,0.82079,1.46152,0.54671,0.99119,0.000881443,0.000881443,0.000881443
478,5793.32,0.60726,0.80008,0.34374,0.8152,0.84883,0.87093,0.90239,0.77838,0.8355,0.85664,0.88712,0.67246,0.82706,1.46347,0.55094,0.99186,0.000879793,0.000879793,0.000879793
479,5805.16,0.59784,0.77092,0.33753,0.81368,0.94208,0.8544,0.91122,0.78485,0.92717,0.84064,0.89523,0.67986,0.8348,1.46648,0.55684,0.99942,0.000878142,0.000878142,0.000878142
480,5817.44,0.60387,0.78004,0.34132,0.81323,0.93298,0.86403,0.90925,0.78701,0.91663,0.84659,0.89296,0.68145,0.82837,1.47735,0.55106,1.00036,0.000876492,0.000876492,0.000876492
481,5829.45,0.57795,0.7701,0.32677,0.81134,0.93573,0.86338,0.90759,0.77872,0.92258,0.84971,0.89369,0.68177,0.84153,1.46285,0.556,1.00089,0.000874842,0.000874842,0.000874842
482,5841.28,0.61118,0.79177,0.34662,0.81854,0.88293,0.87652,0.90579,0.78087,0.8719,0.86303,0.89304,0.68635,0.82854,1.45617,0.5598,0.99861,0.000873191,0.000873191,0.000873191
483,5853.3,0.59839,0.78966,0.33769,0.81654,0.88196,0.86141,0.90149,0.77049,0.88204,0.8381,0.88508,0.62733,0.84667,1.47476,0.55628,1.00193,0.000871541,0.000871541,0.000871541
484,5865.7,0.60309,0.77518,0.33644,0.81295,0.93653,0.83427,0.90547,0.77114,0.93211,0.82567,0.89056,0.66664,0.83653,1.48352,0.55704,0.99559,0.000869891,0.000869891,0.000869891
485,5877.81,0.61442,0.78271,0.34467,0.81069,0.87589,0.88225,0.89995,0.76811,0.86179,0.86602,0.8861,0.6475,0.84145,1.46856,0.56628,0.99626,0.00086824,0.00086824,0.00086824
486,5890.01,0.59891,0.77345,0.34276,0.81474,0.84771,0.87226,0.89526,0.76363,0.83334,0.85498,0.87888,0.63812,0.83288,1.46715,0.55566,0.99673,0.00086659,0.00086659,0.00086659
487,5902.08,0.59572,0.77129,0.34064,0.81589,0.85433,0.8882,0.90189,0.76791,0.8352,0.86716,0.88333,0.6432,0.84617,1.48831,0.56626,0.99816,0.00086494,0.00086494,0.00086494
488,5914.02,0.57984,0.75424,0.33555,0.81588,0.86792,0.88451,0.89958,0.76632,0.84981,0.86552,0.88141,0.66815,0.83925,1.47348,0.5679,0.99542,0.000863289,0.000863289,0.000863289
489,5926.09,0.58887,0.76384,0.33603,0.81782,0.85286,0.8976,0.90185,0.77235,0.83612,0.87905,0.88703,0.63037,0.84017,1.47523,0.5698,0.99691,0.000861639,0.000861639,0.000861639
490,5938.18,0.61792,0.80711,0.35333,0.81849,0.88663,0.8719,0.89691,0.76644,0.87148,0.85554,0.88095,0.62839,0.83189,1.45194,0.56349,0.99461,0.000859989,0.000859989,0.000859989
491,5950.15,0.59401,0.78061,0.33584,0.81693,0.87723,0.88006,0.90734,0.76792,0.86091,0.86187,0.89169,0.6655,0.84383,1.48138,0.56632,0.99784,0.000858338,0.000858338,0.000858338
492,5962.48,0.60377,0.76748,0.33827,0.8113,0.89165,0.86351,0.90585,0.78045,0.87657,0.84827,0.88984,0.67436,0.83332,1.47353,0.55903,0.99446,0.000856688,0.000856688,0.000856688
493,5974.55,0.59241,0.76372,0.33245,0.80956,0.88687,0.8733,0.9046,0.78093,0.8726,0.8566,0.88823,0.67447,0.83156,1.48041,0.56158,0.99246,0.000855038,0.000855038,0.000855038
494,5986.39,0.57105,0.75343,0.32769,0.81536,0.88751,0.86423,0.90532,0.77782,0.88671,0.83821,0.88827,0.66079,0.83246,1.49542,0.55661,0.99401,0.000853387,0.000853387,0.000853387
495,5998.47,0.57583,0.75851,0.32529,0.81362,0.93586,0.86259,0.90888,0.78049,0.92209,0.84661,0.8921,0.64868,0.84323,1.51866,0.57323,1.00086,0.000851737,0.000851737,0.000851737
496,6010.32,0.596,0.77024,0.33805,0.81015,0.9313,0.86801,0.9084,0.77718,0.91525,0.85087,0.89028,0.671,0.83312,1.52211,0.57546,0.99914,0.000850087,0.000850087,0.000850087
497,6022.24,0.56283,0.73348,0.32473,0.80947,0.92194,0.87191,0.90559,0.77329,0.90668,0.85664,0.88928,0.62562,0.83017,1.50644,0.55594,1.00088,0.000848436,0.000848436,0.000848436
498,6034.36,0.58243,0.76384,0.33072,0.8107,0.93121,0.87358,0.90525,0.76855,0.91406,0.8553,0.88856,0.64259,0.83574,1.5014,0.54929,1.00319,0.000846786,0.000846786,0.000846786
499,6046.11,0.58265,0.77481,0.33025,0.82074,0.93709,0.86809,0.90428,0.76727,0.92611,0.85185,0.88958,0.66834,0.82852,1.49253,0.55232,1.00616,0.000845136,0.000845136,0.000845136
500,6058.28,0.58865,0.78042,0.33258,0.81169,0.9141,0.82114,0.90455,0.77321,0.91321,0.80924,0.88914,0.63648,0.83554,1.48229,0.55003,1.00163,0.000843485,0.000843485,0.000843485
501,6070.34,0.59099,0.7732,0.33329,0.81542,0.8778,0.84892,0.90521,0.77077,0.88487,0.82409,0.88951,0.66601,0.82964,1.47359,0.55311,0.99775,0.000841835,0.000841835,0.000841835
502,6082.21,0.5991,0.77474,0.33287,0.81724,0.88836,0.87111,0.90238,0.77696,0.87194,0.85357,0.88587,0.66139,0.83508,1.4788,0.55891,0.99479,0.000840185,0.000840185,0.000840185
503,6094.28,0.60882,0.76174,0.34295,0.81318,0.88072,0.87821,0.90796,0.77523,0.8834,0.86108,0.89251,0.65237,0.8276,1.48969,0.54851,0.99693,0.000838534,0.000838534,0.000838534
504,6106.17,0.57477,0.75413,0.33169,0.81482,0.87993,0.8123,0.89696,0.7693,0.87665,0.79192,0.88094,0.65948,0.82548,1.50115,0.54989,0.99356,0.000836884,0.000836884,0.000836884
505,6118.17,0.5928,0.77292,0.34108,0.81086,0.6812,0.8293,0.79457,0.6696,0.68975,0.75775,0.77812,0.56041,0.83141,1.49507,0.56637,0.99354,0.000835234,0.000835234,0.000835234
506,6130.44,0.59173,0.77195,0.33583,0.81394,0.94444,0.85882,0.90949,0.78177,0.93042,0.84399,0.89314,0.65771,0.82692,1.48679,0.55375,0.99651,0.000833583,0.000833583,0.000833583
507,6142.4,0.58248,0.75229,0.3357,0.81313,0.893,0.89738,0.91763,0.78824,0.8747,0.87677,0.90055,0.66818,0.82806,1.48108,0.55177,0.99496,0.000831933,0.000831933,0.000831933
508,6154.34,0.58408,0.74416,0.33453,0.81299,0.85568,0.84404,0.89731,0.76146,0.83728,0.82391,0.88099,0.62892,0.82217,1.48274,0.55079,0.98621,0.000830283,0.000830283,0.000830283
509,6166.49,0.57257,0.74159,0.32996,0.81329,0.88636,0.87115,0.90594,0.79764,0.87363,0.8568,0.89124,0.66471,0.81917,1.49612,0.53982,0.98759,0.000828632,0.000828632,0.000828632
510,6178.4,0.55985,0.72955,0.32059,0.80973,0.91269,0.8364,0.90712,0.78396,0.90143,0.82467,0.89136,0.63228,0.81875,1.49859,0.55079,0.98911,0.000826982,0.000826982,0.000826982
511,6190.39,0.5654,0.75399,0.33073,0.81124,0.84049,0.88057,0.89533,0.77131,0.82434,0.86259,0.87778,0.6274,0.8308,1.48583,0.5475,0.99212,0.000825332,0.000825332,0.000825332
512,6202.4,0.57317,0.75049,0.32955,0.80751,0.85501,0.86108,0.88098,0.75195,0.84452,0.84626,0.86535,0.64124,0.82477,1.49525,0.5438,0.99725,0.000823681,0.000823681,0.000823681
513,6214.3,0.57184,0.74191,0.32598,0.81221,0.89755,0.84892,0.89954,0.76917,0.89039,0.83555,0.88365,0.63918,0.82487,1.50216,0.55057,0.99711,0.000822031,0.000822031,0.000822031
514,6226.28,0.57541,0.75718,0.32857,0.8125,0.89599,0.8531,0.89727,0.76686,0.88579,0.83711,0.88088,0.6172,0.82493,1.50907,0.56308,0.99783,0.000820381,0.000820381,0.000820381
515,6238.53,0.57393,0.75639,0.32626,0.81004,0.88823,0.86958,0.89977,0.77124,0.87446,0.8546,0.88398,0.62591,0.82513,1.53287,0.55793,1.0003,0.00081873,0.00081873,0.00081873
516,6250.51,0.57969,0.74901,0.33063,0.81046,0.88322,0.87353,0.89806,0.76126,0.8691,0.85769,0.88285,0.65026,0.83715,1.54072,0.55453,1.00589,0.00081708,0.00081708,0.00081708
517,6262.9,0.58933,0.76406,0.33308,0.80762,0.84201,0.87182,0.89037,0.75288,0.82648,0.85638,0.87313,0.61486,0.82756,1.52241,0.55334,0.99882,0.00081543,0.00081543,0.00081543
518,6275.16,0.58171,0.76332,0.32897,0.81439,0.83927,0.87996,0.89159,0.7564,0.8253,0.86454,0.87683,0.626,0.82528,1.51136,0.56239,0.99325,0.000813779,0.000813779,0.000813779
